,拔剑斩蛇天下，
,扬。
,怀王也曾把旨降，
,两路分（呐）兵定咸阳。
,先进咸阳为皇上，
,后进咸阳扶保在朝纲。
,也是我主洪福广，
,一路上得遇陆贾、郦生与张良。
,一路上秋毫无犯军威壮，
,我也曾约法定过三章。
,项羽不遵怀王约，
,反将我主贬汉王。
,今日里萧何荐良将，
,但愿得言听计从重整汉家邦，一同回故乡。
,撩袍端带我把金殿上，
,扬尘舞蹈见大王。
lsxp-YiShiWu-YuCangJian.xml,一事无成两鬓斑，
,叹光明一去不回还（呐）；日月轮流催晓（哇）箭，
,靠山绿（哇）水常在面前。
,恨平王无道纲常乱，
,信用无极狗奸谗。
,他害我满门（呐）真悲惨，
,我与奸贼不共戴天！
,实指（喏）望到吴国借兵（呐）转，
,行至在昭关有阻拦。
lsxp-YiZhuangZhuang-QunYingHui.xml,一桩桩一件件倶已办就，
,请先生到江边即刻登舟。
lsxp-ZhangGongDao-ZhuangYuanPu.xml,张公道三十五六（哇）子有靠，
,陈伯愚年半百无有后苗。
,为（呀）儿（啼）女我也曾朝山拜庙，
,为儿（喏）女我也曾补路修桥。
,怕将（呃）来老天爷无（哇）有果报，
,眼睁（呐）睁有何人去（呀）把纸烧。
lsxp-ZheYiFeng-DingJunShan.xml,这一封（呃）书信来得巧，
,天助黄忠成功劳。
,站立在营门三军叫，
,大小儿郎听根苗头通（呃）鼓紧战袍，
,三通鼓刀出鞘四通（呃）鼓把兵交。
,向前各各有赏犒，
,退后的项上吃一刀。
,三军与（呀）爷归营号，
,到明天午时三刻要成功劳。
lsxp-ZiCongQian-ZhuLianZhai.xml,自从千岁离朝后，
,满朝中文武臣泪双流。
,为千岁懒把朝房走，
,为千岁懒观五凤楼。
,山高路远少来问候，
,望千岁恕学生礼貌不周。
lsxp-ZiGuDao-HuangHeLou.xml,自古道吉人有天相，
,主公不必加愁肠。
,曾记得当年赴河梁，
,二将军保架过长江。
,今日主公把宴上，
,四将军保架料也无妨。
lsxp-ZouYingLong-DaYanSong.xml,忽听得万岁宣应龙，
,在朝房来了我这保国忠。
,那一日打从大街进，
,偶遇见小小的顽童放悲声，
,我问顽童啼哭因何故，
,他言道严嵩老贼害他的举家一满门。
,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。
,站立在殿角用目来观定，
,上面坐的是有道君，
,那一旁坐的就是严阁老，
,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼，他名叫严嵩，我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。
,罢、罢、罢，暂且忍却我的心头恨，
,在品级台（呀）前臣见君。
lsxp-ZuoRiLi-YuanMenZhanZi.xml,昨日里斩八将头挂营外，
,老娘亲为什么不讲情来？
,今日里斩宗保娘把儿怪，
,哭啼啼坐宝帐所为何来。
,叫焦赞将宝剑悬挂帐外，
,老娘亲再讲情儿自刎头来。
sdeh-WenSanNiang-SanNiangJiaoZi.xml,Part 1
,问三娘发雷霆却是为何？
,Part 2
,老薛保你不必苦哀告，
,背转身来哭嚎啕。
,实指望教训他终身有靠，
,又谁知平白的闪跌一跤。
sdxp-DangNianHan-SanJiZhang.xml,Part 1
,登台拜帅是韩信，
,未央宫斩的是何人？
,小奴才真个不孝顺，
,仙女嫁的又是何人？
,我的儿说话言不逊，
,句句话儿伤父心。
,要退，
,要退，
,偏要退！
,Part 2
,当年韩信与苏秦都是安邦定国臣，
,淮阴漂母救韩信，
,登台拜帅天下闻。
,商鞅不中苏季子，
,在六国封相人上人。
,未央宫斩的是韩信，
,难道说文官他就不丧身？
,仙女配的是董永，
,大孝之人也受贫。
,非是女儿言不逊，
,爹爹为何你要退婚？
,不能，
,不能，是万不能！
sdxp-SuLongWei-WuJiaPo.xml,Part 1
,苏龙魏虎为媒证，
,王丞相是我的主婚人（哪）。
,他三人与我有仇恨，
,咬定牙关他就不认承。
,西凉川四十单八站，
,为军的要人我是不要钱。
,大嫂说话礼不端，
,为军哪怕到官前。
,衙里衙外我打点，
,管保大嫂就断与咱。
,好一个贞节王宝钏，
,百般调戏也枉然。
,腰中取出银一锭，
,将银放在地平川。
,这锭银，三两三，送与大嫂把家安。
,买绫罗与绸缎，
,打首饰和簪环，
,我与你露水的夫妻就过几年（呐）。
,是烈女就该在家院，
,为何来在大道边。
,为军起下不良的意呀一马双跨到西凉。
,Part 2
,提起了旁人我不晓，
,苏龙魏虎是内亲。
,你我同把相府进，
,三人对面（就）说分明。
,我父在朝为官宦，
,府内金银堆如山。
,本利算来有多少，
,命人送到（那）西凉川。
,我进相府对父言，
,家人小厮有万千。
,将你带到官衙内，
,打板子、上夹棍、丢南牢、坐监禁，
,管叫你思前容易退后难。
,军爷说话理不端，
,欺奴犹如欺了天。
,西凉的鞑子将你斩，
,妻儿老小与奴一般。
,这锭银子奴不要，
,与你娘做一个安家钱。
,买绫罗，做衣衫，买白纸，糊白幡，打首饰，做妆奁，落得个孝子的名儿在那天下传。
sdxp-WoHeNi-SiLangTanMu.xml,Part 1
,我和你好夫妻恩德不浅，
,贤公主又何必过于谦言。
,杨廷辉有一日愁眉得展，
,誓不忘贤公主恩重如山。
,非是我这几日愁眉不展，
,有一桩心腹事不敢明言。
,萧天佐摆天门两国交战，
,我的娘押粮草来到北番。
,我有心回宋营见母一面，
,怎奈我身在番难以过关。
,公主虽然不阻拦，
,无有令箭怎过关。
,公主赠我的金鈚箭见母一面即刻还。
,宋营（哪）虽然路途远，
,快马加鞭我一夜还。
,公主叫我盟誓愿，
,将身跪在地平川。
,我若探母不回转，
,黄沙盖脸尸骨不全。
,Part 2
,讲什么夫妻情恩德不浅，
,咱与你隔南北千里姻缘。
,因何故终日里愁眉不展，
,有什么心腹事你只管明言。
,你那里休得要巧言舌辨，
,你要见高堂母我不阻拦。
,有心赠你金鈚箭，
,怕你一去就不回还。
,宋营离此路途远，
,一夜之间你怎能回还。
,适才叫咱盟誓愿，
,你也对苍天就表一番。
