,dan,xipi,manban,s,奴本当把关印付他执掌，,197,227,奴本当,把关印,付他执掌，
,dan,xipi,manban,x,又恐怕众将官说短论长。,229,253,又恐怕,众将官,说短论长。
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,耳听得悲声惨心中如捣，,12,19.5,耳听得,悲声惨,心中如捣，
,dan,xipi,liushui,x,同遇人为什么这样嚎啕。,20.5,28.5,同遇人,为什么,这样嚎啕。
,dan,xipi,liushui,s,莫不是夫郎丑难谐女貌，,29.5,37,莫不是,夫郎丑,难谐女貌，
,dan,xipi,liushui,x,莫不是强婚配鸦占鸾巢。,38,47,莫不是,强婚配,鸦占鸾巢。
,dan,xipi,liushui,s,叫梅香你把那好言相告，,47.5,55.5,叫梅香,你把那,好言相告，
,dan,xipi,liushui,x,问那厢因何故痛哭无聊？,56,66.5,问那厢,因何故,痛哭无聊？
,dan,xipi,liushui,s,梅香说话好颠倒，,90,94.5,梅香,说话,好颠倒，
,dan,xipi,liushui,x,不该人前乱解嘲。,95,99.5,不该,人前,乱解嘲。
,dan,xipi,liushui,s,怜贫济困是正道，,100.5,105,怜贫,济困,是正道，
,dan,xipi,liushui,x,哪有个袖手旁观在壁上瞧。,105.5,117,哪有个,袖手旁,观在壁上瞧。
,dan,xipi,liushui,s,蠢才问话太潦草，,182,188.5,蠢才,问话,太潦草，
,dan,xipi,liushui,x,难免怀疑在心梢。,189,193.5,难免,怀疑,在心梢。
,dan,xipi,liushui,s,你不该人前逞骄傲，,194,200.5,你不该,人前,逞骄傲，
,dan,xipi,liushui,x,不该词费又滔滔。,201.5,207,不该,词费,又滔滔。
,dan,xipi,liushui,s,休要噪且站了，,208,211,休要噪,,且站了，
,dan,xipi,liushui,x,薛良与我去问一遭。,213.5,223,薛良,与我去,问一遭。
,dan,xipi,liushui,s,听薛良一语来相告，,314,321.5,听薛良,一语,来相告，
,dan,xipi,liushui,x,满腹骄矜顿雪潇。,322,326.5,满腹,骄矜,顿雪潇。
,dan,xipi,liushui,s,人情冷暖凭空造，,327.5,332,人情,冷暖,凭空造，
,dan,xipi,liushui,x,谁能移动它半分毫。,332.5,338.5,谁能,移动它,半分毫。
,dan,xipi,liushui,s,我正不足她正少，,339.5,344.5,我正,不足,她正少，
,dan,xipi,liushui,x,她为饥寒我为骄。,345,349.75,她为,饥寒,我为骄。
,dan,xipi,liushui,s,分我一枝珊瑚宝，,350,353.5,分我,一枝,珊瑚宝，
,dan,xipi,liushui,x,安她半世凤凰剿。,354,358,安她,半世,凤凰剿。
,dan,xipi,liushui,s,忙把梅香低声叫，,358.5,379,忙把,梅香,低声叫，
,dan,xipi,liushui,x,莫把姓名你信口哓。,396.5,405,莫把,姓名,你信口哓。
,dan,xipi,liushui,s,这都是神话凭空造，,426,433.5,这都是,神话,凭空造，
,dan,xipi,liushui,x,自把珠玉夸富豪。,434,438.5,自把,珠玉,夸富豪。
,dan,xipi,liushui,s,麟儿哪有神送到，,439.5,444.5,麟儿,哪有,神送到，
,dan,xipi,liushui,x,积德才生玉树苗。,445,449.5,积德,才生,玉树苗。
,dan,xipi,liushui,s,小小囊儿何足道，,450.5,456,小小,囊儿,何足道，
,dan,xipi,liushui,x,救她饥渴胜琼瑶。,456.5,466,救她,饥渴,胜琼瑶。
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,非是我嘱咐叮咛把话讲，,10,19,非是我,嘱咐叮咛,把话讲，
,dan,xipi,liushui,x,只怪你呆头呆脑慌慌张张。,19.5,25,只怪你,呆头呆脑,慌慌张张。
